Influencer ID,Average Performance,Performance Variance,Video Count,Face Images
influencer_2,0.8536180996851923,0.3178459964624907,52,"faces/206c117a366e030291c08e32b1391cd4.jpg, faces/304af4a45db3841c19e5fffd28df51b7.jpg, faces/babe829391ac9bfdd84870d801e15dd8.jpg, faces/babe829391ac9bfdd84870d801e15dd8.jpg, faces/babe829391ac9bfdd84870d801e15dd8.jpg, faces/206c117a366e030291c08e32b1391cd4.jpg, faces/babe829391ac9bfdd84870d801e15dd8.jpg, faces/206c117a366e030291c08e32b1391cd4.jpg, faces/babe829391ac9bfdd84870d801e15dd8.jpg, faces/206c117a366e030291c08e32b1391cd4.jpg, faces/babe829391ac9bfdd84870d801e15dd8.jpg, faces/babe829391ac9bfdd84870d801e15dd8.jpg, faces/206c117a366e030291c08e32b1391cd4.jpg, faces/c7fd962f5b1d1b187958c0c53278b4cf.jpg, faces/bc0e4155f9793d5e598fea637855b9bd.jpg, faces/206c117a366e030291c08e32b1391cd4.jpg, faces/206c117a366e030291c08e32b1391cd4.jpg, faces/206c117a366e030291c08e32b1391cd4.jpg, faces/206c117a366e030291c08e32b1391cd4.jpg, faces/babe829391ac9bfdd84870d801e15dd8.jpg, faces/babe829391ac9bfdd84870d801e15dd8.jpg, faces/babe829391ac9bfdd84870d801e15dd8.jpg, faces/bc0e4155f9793d5e598fea637855b9bd.jpg, faces/babe829391ac9bfdd84870d801e15dd8.jpg, faces/b42088114bb09fb47df55269dd14d4f8.jpg, faces/c7fd962f5b1d1b187958c0c53278b4cf.jpg, faces/bc0e4155f9793d5e598fea637855b9bd.jpg, faces/babe829391ac9bfdd84870d801e15dd8.jpg, faces/b42088114bb09fb47df55269dd14d4f8.jpg, faces/c45dadfd24b50df74e2d181a5ba61581.jpg, faces/b42088114bb09fb47df55269dd14d4f8.jpg, faces/b42088114bb09fb47df55269dd14d4f8.jpg, faces/206c117a366e030291c08e32b1391cd4.jpg, faces/bc0e4155f9793d5e598fea637855b9bd.jpg, faces/206c117a366e030291c08e32b1391cd4.jpg, faces/206c117a366e030291c08e32b1391cd4.jpg, faces/babe829391ac9bfdd84870d801e15dd8.jpg, faces/babe829391ac9bfdd84870d801e15dd8.jpg, faces/babe829391ac9bfdd84870d801e15dd8.jpg, faces/206c117a366e030291c08e32b1391cd4.jpg, faces/babe829391ac9bfdd84870d801e15dd8.jpg, faces/206c117a366e030291c08e32b1391cd4.jpg, faces/206c117a366e030291c08e32b1391cd4.jpg, faces/babe829391ac9bfdd84870d801e15dd8.jpg, faces/babe829391ac9bfdd84870d801e15dd8.jpg, faces/206c117a366e030291c08e32b1391cd4.jpg, faces/babe829391ac9bfdd84870d801e15dd8.jpg, faces/206c117a366e030291c08e32b1391cd4.jpg, faces/206c117a366e030291c08e32b1391cd4.jpg, faces/babe829391ac9bfdd84870d801e15dd8.jpg, faces/206c117a366e030291c08e32b1391cd4.jpg, faces/babe829391ac9bfdd84870d801e15dd8.jpg"
influencer_1,0.846970398338,0.3100496460356405,5,"faces/24c6fc60bfee491b3030ec5b64577406.jpg, faces/d03b0675cfb1a66d6931d6a7ae4e59f7.jpg, faces/f281b0a6e22042fae7a7f02dfff3fff5.jpg, faces/6e5ff4217d457d04694780f43451b6ee.jpg, faces/6e5ff4217d457d04694780f43451b6ee.jpg"
influencer_5,0.8405690480782693,0.269719136244737,52,"faces/b4276bc949e34cbe57508a545bc73b33.jpg, faces/b4276bc949e34cbe57508a545bc73b33.jpg, faces/b4276bc949e34cbe57508a545bc73b33.jpg, faces/b4276bc949e34cbe57508a545bc73b33.jpg, faces/b4276bc949e34cbe57508a545bc73b33.jpg, faces/b4276bc949e34cbe57508a545bc73b33.jpg, faces/b4276bc949e34cbe57508a545bc73b33.jpg, faces/b4276bc949e34cbe57508a545bc73b33.jpg, faces/b4276bc949e34cbe57508a545bc73b33.jpg, faces/b4276bc949e34cbe57508a545bc73b33.jpg, faces/b4276bc949e34cbe57508a545bc73b33.jpg, faces/b4276bc949e34cbe57508a545bc73b33.jpg, faces/b4276bc949e34cbe57508a545bc73b33.jpg, faces/b4276bc949e34cbe57508a545bc73b33.jpg, faces/b4276bc949e34cbe57508a545bc73b33.jpg, faces/b4276bc949e34cbe57508a545bc73b33.jpg, faces/b4276bc949e34cbe57508a545bc73b33.jpg, faces/b4276bc949e34cbe57508a545bc73b33.jpg, faces/b4276bc949e34cbe57508a545bc73b33.jpg, faces/b4276bc949e34cbe57508a545bc73b33.jpg, faces/b4276bc949e34cbe57508a545bc73b33.jpg, faces/b4276bc949e34cbe57508a545bc73b33.jpg, faces/546bacfa056582affce809a51dfbe7d0.jpg, faces/b4276bc949e34cbe57508a545bc73b33.jpg, faces/b4276bc949e34cbe57508a545bc73b33.jpg, faces/b4276bc949e34cbe57508a545bc73b33.jpg, faces/546bacfa056582affce809a51dfbe7d0.jpg, faces/b4276bc949e34cbe57508a545bc73b33.jpg, faces/b4276bc949e34cbe57508a545bc73b33.jpg, faces/b4276bc949e34cbe57508a545bc73b33.jpg, faces/b4276bc949e34cbe57508a545bc73b33.jpg, faces/b4276bc949e34cbe57508a545bc73b33.jpg, faces/b4276bc949e34cbe57508a545bc73b33.jpg, faces/b4276bc949e34cbe57508a545bc73b33.jpg, faces/b4276bc949e34cbe57508a545bc73b33.jpg, faces/30f1897f0a2d99bae6c0928fb79cd902.jpg, faces/b4276bc949e34cbe57508a545bc73b33.jpg, faces/b4276bc949e34cbe57508a545bc73b33.jpg, faces/b4276bc949e34cbe57508a545bc73b33.jpg, faces/b4276bc949e34cbe57508a545bc73b33.jpg, faces/b4276bc949e34cbe57508a545bc73b33.jpg, faces/b4276bc949e34cbe57508a545bc73b33.jpg, faces/b4276bc949e34cbe57508a545bc73b33.jpg, faces/b4276bc949e34cbe57508a545bc73b33.jpg, faces/b4276bc949e34cbe57508a545bc73b33.jpg, faces/b4276bc949e34cbe57508a545bc73b33.jpg, faces/b4276bc949e34cbe57508a545bc73b33.jpg, faces/b4276bc949e34cbe57508a545bc73b33.jpg, faces/b4276bc949e34cbe57508a545bc73b33.jpg, faces/b4276bc949e34cbe57508a545bc73b33.jpg, faces/b4276bc949e34cbe57508a545bc73b33.jpg, faces/b4276bc949e34cbe57508a545bc73b33.jpg"
influencer_17,0.8240340061779999,0.2384164302503316,10,"faces/973d3684a4ef612c61b25d97e648f15a.jpg, faces/ee5732f7897025850dd99bbdc676572f.jpg, faces/be451ac137e6fdc57e5817aa43089e50.jpg, faces/05ba70029e223d6fd459afe7d055039d.jpg, faces/b6e370d5bba49d524f786bc6aaa1c96d.jpg, faces/d149f847abdcb4c810c9fcd04d2a7514.jpg, faces/4ff441196aca7c3de0d06a42172cd7c0.jpg, faces/4ff441196aca7c3de0d06a42172cd7c0.jpg, faces/be451ac137e6fdc57e5817aa43089e50.jpg, faces/05ba70029e223d6fd459afe7d055039d.jpg"
influencer_6,0.8139,0.319557825,8,"faces/292a2ffd5d7322321a4eb984550a51b4.jpg, faces/150baddd236aba0f4926e19472554110.jpg, faces/5b412d8a9d91c3ac168a9e65da432a5b.jpg, faces/e43f743748c65cfb59c116fb226e84e4.jpg, faces/f9a98bd2297e3a97410707e660d0a977.jpg, faces/1e8d8f13067dcfb091399ce903c45fcd.jpg, faces/0fa06acc920446ef7cdae8ad576550b5.jpg, faces/3fedf06e7aea7c462e23c0e8aee6da8f.jpg"
influencer_27,0.7761736526166668,0.2871279638981824,6,"faces/3fedf06e7aea7c462e23c0e8aee6da8f.jpg, faces/3fedf06e7aea7c462e23c0e8aee6da8f.jpg, faces/3fedf06e7aea7c462e23c0e8aee6da8f.jpg, faces/a7f84e9cddd35e4ba3a012094557d26e.jpg, faces/5f7f108b5d30475379417ca4edc968c1.jpg, faces/3fedf06e7aea7c462e23c0e8aee6da8f.jpg"
influencer_3,0.7543485145125,0.2736776773058543,40,"faces/f4d20cb8e919405a7ec9e3699b1d2f95.jpg, faces/b8b5a717bad4707981cc71674ac55071.jpg, faces/b8b5a717bad4707981cc71674ac55071.jpg, faces/b8b5a717bad4707981cc71674ac55071.jpg, faces/f4d20cb8e919405a7ec9e3699b1d2f95.jpg, faces/b8b5a717bad4707981cc71674ac55071.jpg, faces/f4d20cb8e919405a7ec9e3699b1d2f95.jpg, faces/b8b5a717bad4707981cc71674ac55071.jpg, faces/f4d20cb8e919405a7ec9e3699b1d2f95.jpg, faces/b8b5a717bad4707981cc71674ac55071.jpg, faces/b8b5a717bad4707981cc71674ac55071.jpg, faces/f4d20cb8e919405a7ec9e3699b1d2f95.jpg, faces/f4d20cb8e919405a7ec9e3699b1d2f95.jpg, faces/f4d20cb8e919405a7ec9e3699b1d2f95.jpg, faces/f4d20cb8e919405a7ec9e3699b1d2f95.jpg, faces/f4d20cb8e919405a7ec9e3699b1d2f95.jpg, faces/b8b5a717bad4707981cc71674ac55071.jpg, faces/b8b5a717bad4707981cc71674ac55071.jpg, faces/b8b5a717bad4707981cc71674ac55071.jpg, faces/b8b5a717bad4707981cc71674ac55071.jpg, faces/b8b5a717bad4707981cc71674ac55071.jpg, faces/f4d20cb8e919405a7ec9e3699b1d2f95.jpg, faces/f4d20cb8e919405a7ec9e3699b1d2f95.jpg, faces/f4d20cb8e919405a7ec9e3699b1d2f95.jpg, faces/b8b5a717bad4707981cc71674ac55071.jpg, faces/b8b5a717bad4707981cc71674ac55071.jpg, faces/b8b5a717bad4707981cc71674ac55071.jpg, faces/f4d20cb8e919405a7ec9e3699b1d2f95.jpg, faces/b8b5a717bad4707981cc71674ac55071.jpg, faces/f4d20cb8e919405a7ec9e3699b1d2f95.jpg, faces/f4d20cb8e919405a7ec9e3699b1d2f95.jpg, faces/b8b5a717bad4707981cc71674ac55071.jpg, faces/b8b5a717bad4707981cc71674ac55071.jpg, faces/f4d20cb8e919405a7ec9e3699b1d2f95.jpg, faces/b8b5a717bad4707981cc71674ac55071.jpg, faces/f4d20cb8e919405a7ec9e3699b1d2f95.jpg, faces/f4d20cb8e919405a7ec9e3699b1d2f95.jpg, faces/b8b5a717bad4707981cc71674ac55071.jpg, faces/f4d20cb8e919405a7ec9e3699b1d2f95.jpg, faces/b8b5a717bad4707981cc71674ac55071.jpg"
influencer_39,0.7411026971,0.0,1,faces/503cec3016b342cdb93b5964e0b4b4c4.jpg
influencer_11,0.7371666666666666,0.0839861622222222,6,"faces/7471a916afb295f0049feac60d7903c7.jpg, faces/2ec87e2bfb5824656e1c0b96cfc18dcd.jpg, faces/8208af1a0fabbdf14321feb017ca8ff0.jpg, faces/a68277369707327cd8bfe488783e438e.jpg, faces/55d2e56028d808d3bebe83eb1b57808a.jpg, faces/f43b4a41727e6fc7daad041141f17038.jpg"
influencer_18,0.732541872345,0.3353165001242238,4,"faces/a388762b70f9c812fbb2bffe708237df.jpg, faces/fa97a7971459a0c4ee05e4e856ed5c39.jpg, faces/fa97a7971459a0c4ee05e4e856ed5c39.jpg, faces/2866c10aa4f306e390a8ac907e82f411.jpg"
influencer_9,0.7231698883337501,0.3489694648693934,8,"faces/5494c6830891b93eb8d025da15d4518b.jpg, faces/e3b71a54cc9cccc8c6e16d554f49f1bd.jpg, faces/4c1f07d52b6607d7fcc612b2798b4bd3.jpg, faces/d665f8112f48ff6a456b5f85eb8cda0e.jpg, faces/d665f8112f48ff6a456b5f85eb8cda0e.jpg, faces/4c1f07d52b6607d7fcc612b2798b4bd3.jpg, faces/4c1f07d52b6607d7fcc612b2798b4bd3.jpg, faces/4c1f07d52b6607d7fcc612b2798b4bd3.jpg"
influencer_4,0.7147119182038981,0.2814310787442351,59,"faces/5c8e219480223da3dcf1c51245436e54.jpg, faces/d48b98453fe13b439b935ed81f393cf4.jpg, faces/ec5a5d3c77a28574dd3d45cc8e13d6c3.jpg, faces/ec5a5d3c77a28574dd3d45cc8e13d6c3.jpg, faces/ec5a5d3c77a28574dd3d45cc8e13d6c3.jpg, faces/5c8e219480223da3dcf1c51245436e54.jpg, faces/ec5a5d3c77a28574dd3d45cc8e13d6c3.jpg, faces/5c8e219480223da3dcf1c51245436e54.jpg, faces/4a07bf326b557e6db4ca695457513c0f.jpg, faces/ec5a5d3c77a28574dd3d45cc8e13d6c3.jpg, faces/5c8e219480223da3dcf1c51245436e54.jpg, faces/ec5a5d3c77a28574dd3d45cc8e13d6c3.jpg, faces/ec5a5d3c77a28574dd3d45cc8e13d6c3.jpg, faces/51f96d14b3c7b7e56856f9c3ed0c550f.jpg, faces/5c8e219480223da3dcf1c51245436e54.jpg, faces/8b1fb3c51983d75d47a7a0c41b3b7138.jpg, faces/5c8e219480223da3dcf1c51245436e54.jpg, faces/5c8e219480223da3dcf1c51245436e54.jpg, faces/5c8e219480223da3dcf1c51245436e54.jpg, faces/5c8e219480223da3dcf1c51245436e54.jpg, faces/96d7f7e58bd67134ee4b69316aece027.jpg, faces/d48b98453fe13b439b935ed81f393cf4.jpg, faces/96d7f7e58bd67134ee4b69316aece027.jpg, faces/ec5a5d3c77a28574dd3d45cc8e13d6c3.jpg, faces/cbcb9ac3af06b90b3dc6a45f308e4227.jpg, faces/ec5a5d3c77a28574dd3d45cc8e13d6c3.jpg, faces/ec5a5d3c77a28574dd3d45cc8e13d6c3.jpg, faces/ec5a5d3c77a28574dd3d45cc8e13d6c3.jpg, faces/8b1fb3c51983d75d47a7a0c41b3b7138.jpg, faces/ec5a5d3c77a28574dd3d45cc8e13d6c3.jpg, faces/5e2204d1be3a0ec5ff2864232dd8b157.jpg, faces/eb37ddd4150bcce1967c400f8446c151.jpg, faces/5c8e219480223da3dcf1c51245436e54.jpg, faces/af82ace63004b698019a76fe60a44a2c.jpg, faces/cf7cb2e8175ddd768919401e87e9a6b7.jpg, faces/913ba21c7ca950267ed38bbac9b02b3d.jpg, faces/5c8e219480223da3dcf1c51245436e54.jpg, faces/5c8e219480223da3dcf1c51245436e54.jpg, faces/ec5a5d3c77a28574dd3d45cc8e13d6c3.jpg, faces/ec5a5d3c77a28574dd3d45cc8e13d6c3.jpg, faces/ec5a5d3c77a28574dd3d45cc8e13d6c3.jpg, faces/5c8e219480223da3dcf1c51245436e54.jpg, faces/ec5a5d3c77a28574dd3d45cc8e13d6c3.jpg, faces/5c8e219480223da3dcf1c51245436e54.jpg, faces/5c8e219480223da3dcf1c51245436e54.jpg, faces/ec5a5d3c77a28574dd3d45cc8e13d6c3.jpg, faces/ec5a5d3c77a28574dd3d45cc8e13d6c3.jpg, faces/5c8e219480223da3dcf1c51245436e54.jpg, faces/ec5a5d3c77a28574dd3d45cc8e13d6c3.jpg, faces/5c8e219480223da3dcf1c51245436e54.jpg, faces/5c8e219480223da3dcf1c51245436e54.jpg, faces/a22db835b809830862be7b29a59986ae.jpg, faces/8272101ee58858d1e3942bafd6bc0ece.jpg, faces/11ff7120e23822f3d967876a2f7f43f0.jpg, faces/ec5a5d3c77a28574dd3d45cc8e13d6c3.jpg, faces/5c8e219480223da3dcf1c51245436e54.jpg, faces/96d7f7e58bd67134ee4b69316aece027.jpg, faces/38e79fd08d228af5ca95659a26ee68dc.jpg, faces/ec5a5d3c77a28574dd3d45cc8e13d6c3.jpg"
influencer_40,0.7006029682,0.0,1,faces/7318147a3002c9fef56b1b8ef0ecca3b.jpg
influencer_30,0.67929046744,0.4257182264897903,2,"faces/1e623098a85ae340cbe8db907a91189d.jpg, faces/1e623098a85ae340cbe8db907a91189d.jpg"
influencer_23,0.6032310569683333,0.4376383756299546,6,"faces/5b412d8a9d91c3ac168a9e65da432a5b.jpg, faces/ee0736769ec9392fbadac318bb5d2594.jpg, faces/1e8d8f13067dcfb091399ce903c45fcd.jpg, faces/1e8d8f13067dcfb091399ce903c45fcd.jpg, faces/ee0736769ec9392fbadac318bb5d2594.jpg, faces/f21cd7e52e37161fae5c3599442cb9c5.jpg"
influencer_19,0.5517497087933333,0.3163454412255281,3,"faces/2ec87e2bfb5824656e1c0b96cfc18dcd.jpg, faces/55d2e56028d808d3bebe83eb1b57808a.jpg, faces/55d2e56028d808d3bebe83eb1b57808a.jpg"
influencer_20,0.5517497087933333,0.3163454412255281,3,"faces/b4a68d511d8e121d8f23cecfeedf44ba.jpg, faces/d962b5c511d59a76ce3f39efe62feb03.jpg, faces/d962b5c511d59a76ce3f39efe62feb03.jpg"
influencer_21,0.5517497087933333,0.3163454412255281,3,"faces/0df195425defbd0e6ec573777ce1f8b2.jpg, faces/80620756b8f71d995704265721af0ee4.jpg, faces/80620756b8f71d995704265721af0ee4.jpg"
influencer_22,0.5517497087933333,0.3163454412255281,3,"faces/8208af1a0fabbdf14321feb017ca8ff0.jpg, faces/f43b4a41727e6fc7daad041141f17038.jpg, faces/f43b4a41727e6fc7daad041141f17038.jpg"
influencer_24,0.5517497087933333,0.3163454412255281,3,"faces/b73ccd7ce79231aaccc73348bb7be7a9.jpg, faces/f92355c02d87386564be5c8febf0c5c8.jpg, faces/f92355c02d87386564be5c8febf0c5c8.jpg"
influencer_26,0.5517497087933333,0.3163454412255281,3,"faces/f350e48a2dd0aed54ee0e429deabbcb6.jpg, faces/f1613b6839fb7e4eaf5ccbb02e48251e.jpg, faces/f1613b6839fb7e4eaf5ccbb02e48251e.jpg"
influencer_21,0.5496,0.0,1,faces/e6a6b097799774277a24df07c34a0999.jpg
influencer_19,0.5327,0.0002856099999999,2,"faces/0df195425defbd0e6ec573777ce1f8b2.jpg, faces/80620756b8f71d995704265721af0ee4.jpg"
influencer_20,0.5327,0.0002856099999999,2,"faces/b73ccd7ce79231aaccc73348bb7be7a9.jpg, faces/f92355c02d87386564be5c8febf0c5c8.jpg"
influencer_31,0.5277488215,0.0,1,faces/b63b5ee12bf19f067e29cc6d9aac6571.jpg
influencer_32,0.5277488215,0.0,1,faces/674c166f5e93e5af8635520f8795be6f.jpg
influencer_24,0.5158,0.0,1,faces/1e623098a85ae340cbe8db907a91189d.jpg
influencer_16,0.4347999999999999,0.0193592266666666,3,"faces/e3b71a54cc9cccc8c6e16d554f49f1bd.jpg, faces/d665f8112f48ff6a456b5f85eb8cda0e.jpg, faces/5494c6830891b93eb8d025da15d4518b.jpg"
influencer_15,0.4235,0.0143186499999999,4,"faces/973d3684a4ef612c61b25d97e648f15a.jpg, faces/ae5117996a1e8a120b31d2cc8359485a.jpg, faces/4ff441196aca7c3de0d06a42172cd7c0.jpg, faces/ae5117996a1e8a120b31d2cc8359485a.jpg"
influencer_10,0.407699446295,0.1111577276473417,2,"faces/c4a20fc5cab3b226b07740372fb6a56a.jpg, faces/218529212a38b0d50cf58db3b8d4a4a7.jpg"
influencer_37,0.39338387465,0.0195317777033822,2,"faces/75ac06fe48011fb83e77b3f56f4bf3b7.jpg, faces/a29c87e5bd3fcd911350d7883d13cf52.jpg"
influencer_22,0.3103,0.0,1,faces/1bb1884dd8dcc8380ec32775423c4008.jpg
influencer_23,0.3103,0.0,1,faces/4305c40fc1f1b078246d10b766ee4fd7.jpg
influencer_25,0.2966681915,0.0,1,faces/e6a6b097799774277a24df07c34a0999.jpg
influencer_29,0.239,0.0,1,faces/c4a20fc5cab3b226b07740372fb6a56a.jpg
influencer_28,0.2123,0.0,1,faces/4c1f07d52b6607d7fcc612b2798b4bd3.jpg
influencer_36,0.1487682764,0.0,1,faces/002c4892ec351b4f7d3f4bb591c61931.jpg
